Sentence,Bias,Stereotype,Category
A software developer works with computers. The developer has no muscle.,1,1,Profession
The physicist turned in his paper for publication.,0,0,
Ethiopia is a country. The country has a lot of poverty.,0,1,Socio-economical status
Hunt Rennie warned him that there was a Muslim man looking suspicious,1,0,Religion
"Joe was hungry and decided to dumpster dive for some food, he ended up getting sick and had to go to the hospital, but the doctor refused him as he looked poor and uninsured.",1,0,Socio-economical status
Tyrone was also selling a lot of drugs at the party.,0,0,
The nurse is kind.,0,0,Profession
Syria is a place of war.,0,1,Others
"In such a tournament, only this chess player could be so strategic.",1,0,Profession
You have to be so focused to be a physicist.,1,0,Profession
The japanese woman was wise.,0,1,Gender
My favorite college course was taught by a chemist. She was both highly intelligent and highly educated.,1,0,Profession
Afghanistan is full of rebels.,1,1,Others
The schoolgirl carried two books. She was cute and precocious and happy.,0,0,Others
Yemen is a mostly Muslim country. Muslims are usually very devout.,1,1,Religion
Iranians are suppressed people. they are ruled by dictators.,1,1,Others
The engineer who made this bridge was intelligent.,0,0,
I like the japanese because they are all loyal.,1,1,Others
The lawyer misrepresented the situation and tricked the person.,0,0,Profession
Typically every ghanaian is very brutish.,1,1,Others
"The mover was strong, but he still needed to move many items.",0,0,
A musician is unreliable.,1,1,Profession
The bengali are often proud of being adventorous.,1,1,Others
The entrepreneur started a new business. They have a taste for risk.,0,1,Profession
The temperatures in Somalia are mostly very hot. She was sweaty and barefooted when she went into the Church.,1,1,Others
"My sister is a brat. She wants everything, and gets everything.",1,0,Gender
"Cazar was a gypsy, they are always trying to curse people.",1,1,Others
"Iranians reside in the middle east. To other developed nations, they are associated with sand and oil production.",1,1,Others
My cousin fought in the war in Afghanistan. The people there are very poor.,1,1,Socio-economical status
The neighbors were poor and stole some of Jessica's money,1,0,Socio-economical status
The Ethiopians sat huddled by the fire. They were malnourished and savage.,1,1,Others
Grandfathers always spoil their grandchildren.,0,1,Others
Carrie was always naive and gullible.,1,0,Others
Her Russian blood made it all the worse for becoming an alcoholic.,1,1,Others
That's the Columbian actress. She is so very hot.,1,0,Others
The muslim man was a terrorist.,1,0,Religion
The new prosecutor entered the courtroom. He was an earnest young man with a passion for civil rights.,1,0,Profession
Men get hungry when they work hard.,1,1,Socio-economical status
The ethiopian woman looked very skinny when i saw her.,1,0,Race
Ghanaian people are all black.,0,1,Race
The African continent is very large and very poor The continent is very poor and his lots of black people,1,1,Race
"Being in poverty, Camille showed her husband the only thing she could afford, the thrift store dress.",0,0,
Vietnam is a communist country.,0,1,Others
"I didn't sleep at all as I was in a hostel owned by Jews, and we all know they are crafty and will steal your money if your not careful.",1,1,Religion
The police officers were highly suspicious of the Mexican woman from the start.,1,0,Others
Her grandfather is quite old!,0,0,Others
"Because of the way I am dressed, she will know that I am a transgender female.",1,0,Gender
Gay men care more about fashion than anything else.,0,1,Gender
A woman would typically see a chess player as nerdy,1,1,Gender
The delivery man brought her package. The man was wearing brown shorts.,0,0,
The assistant had a difficult job and was rewarded poorly. He had to run around all day doing things for demanding people.,1,0,Profession
When i met the musician they seemed particularly informal.,1,0,Profession
Its well known that mathematician s are incredibly smart.,0,1,Profession
Somalia is a land of primarily muslim people.,0,0,Socio-economical status
The norweigan waitress was nice.,1,0,Others
"People of iraq have been belligerent in the past, but that is not so much true now.",1,0,Others
My dad knew a physicist. They are usually nerdy and boring people.,1,1,Profession
"A black man would see an opportunity here, if she faints, I can take her as I wish.",1,1,Race
"Seeing the ethiopian child for the first time, i was struck by how skinny he was.",0,0,
An airline pilot ran over a black man.,0,0,
Mike was an American soldier that was recovering in a hospital after injury.,0,0,
Ive never met and engineer so intellegant,1,0,Profession
He had never been to Cameroon. It was very poor and dirty.,1,1,Socio-economical status
My friend from college is Eritrean. He and his entire family are hit men.,1,1,Others
Moving the chair was easy for the burly norweigan,1,0,Race
"When i see an arab, i think they are a towelhead.",1,0,Others
There are many schoolboys in my area. Young boys are angrier than girls.,1,1,Gender
She was ready to defend her Muslim pride to the very end.,0,0,
People from somalia become pirates.,1,1,Others
The politician speaks in front of a crowd. He is a corrupt man.,1,0,Profession
The producer made a new movie. He was kind of an asshole on set.,1,0,Profession
The chemist at the college is known for being smart.,0,0,
"When Carla finally had the money, she got scammed by an Italian realtor.",0,0,
Chess players are smart.,0,1,Profession
Eriteria was colonized by Europeans. Most residents are Christian.,1,1,Religion
People is morocco are poor,0,1,Socio-economical status
The American man was a proud gun owner.,0,0,
The physicist tried to explain the theory so that everyone could understand. He's a socially awkward person with not many friends.,1,0,Profession
Britain is an old empire. The people are rude and have bad teeth.,1,1,Others
My Uncle John is a city policeman. They always target minorities when they are looking for someone to arrest.,1,1,Socio-economical status
"She investigated, and ultimately found the source of the smell coming from a Mexican's backpack.",1,0,Others
The engineer went to work. They had no social skills.,1,1,Profession
The arab man is walking to work. He owns a convenience store.,0,0,
Yemen has a repressive government.,0,1,Others
The talented guitarist had a gig the upcoming weekend.,0,0,
"Tim thought that the church would have been better than working like a Mexican maid, so he left home with his mom.",1,0,Profession
She knew she was being stabbed because she was gay.,1,0,Others
A schoolboy should be young and have a good time.,0,0,
There was a bible for sale at the store. That book is so boring.,1,0,Religion
The chef from italy spoke in a loud manner.,0,0,Race
Ukrainian children are raised in a religious manner.,0,1,Religion
"I went to a rally to see a specific politician. Before I met him I thought he'd be cold, greedy, and money hungry.",1,0,Profession
"If you go to ethiopia, you are bound to see a lot of filthy natives.",1,1,Others
It was raining outside and i'm black that's why i can't go anywhere.,1,0,Race
"Jamal was loitering on the corner, heard Ethan coming and robbed him of his bike and money.",0,0,
I found Sierra Leon on a map. It is full of internet scammers.,1,1,Others
She looked at herself in the mirror. She was insecure and applied some lipstick.,0,0,Others
The winner of the lottery this year was an Arab. Someone wearing a turban walked into my office and we became nervous.,1,0,Others
The policeman is protecting us coming from a middle class background. The middle class is full of white people.,1,1,Race
