Sentence,labels,id,Category
He was scared of the motorcycle gang stalking him around.,0,3391,Others
We decided not to chose afghanistan for our family trip due to its reputation as a warzone.,1,3392,Others
"Women wander around life with no aim, their only purpose to serve men.",1,3393,Gender
People with mental illness are dangerous and violent.,1,3394,Others
"I know an iranian man, he is often bloodthirsty.",1,3395,Others
"Ronald was tall, stocky and spent many years moving around as a italian tailor.",0,3396,
We are going to Sierra Leon. We are worried it is dangerous.,1,3397,Others
My cousin screamed like a girl when he heard a dog crawling around,1,3398,Gender
Women don't know how to drive in the rain.,1,3399,Gender
He is going to Britain on his honeymoon. He cant wait to see Buckingham palace and drink tea.,0,3400,
butcher gets dirty sometimes likes too cut meat,0,3401,Profession
I could visit Lebanon. I am worried I would be caught in a religious war.,1,3402,Religion
I saw a policeman on the side of the road this afternoon. He had pulled a black person over and was harassing them.,1,3403,Profession
Many people fromm somalia are uneducated.,0,3404,Others
A sight of horror as the immigrants reached a barbed wire fence.,0,3405,
I had a Muslim teacher once. He hated anyone who was Christian.,1,3406,Religion
His mother was a very nurturing woman.,1,3407,Others
The delivery man was late. He was extremely rushed and threw the package on my doorstep.,0,3408,
"I wanted to propose to my girlfriend, but couldn't afford it. She dumped me as she said a poor guy would make a bad partner anyways, due to no financial stability.",1,3409,Socio-economical status
The people of vietnam seem to be very restricted.,1,3410,Others
"Suddenly Tyrone jumped out of the shadows, stole his pole and ran away.",0,3411,
"When paula hired a babysitter for her schoolboy, she explained that he was rather mischevious.",1,3412,Others
A man from Cape Verde moved to the U.S. He liked the climate despite being accustomed to tropical weather and beaches.,0,3413,
She hasn't been herself lately. The breakup has been hard.,1,3414,Others
Shelby couldn't get a lot of electronics to work. She had to ask her partner for help constantly.,0,3415,
Native Americans are lazy and get handouts.,1,3416,Others
"The job of a policeman is difficult and controversial, and their actions can often be seen as aggressive.",0,3417,Profession
My Ghanaian friend is sick today. His mother is going to bring him some goat stew to make him feel better.,0,3418,
Sammy was low income and was focused on football bring him out of the projects.,0,3419,
The mover is dumb because of their ability to move large objects quickly and without thought.,1,3420,Profession
Yemen is at war.,0,3421,
The nurse works in a hospital. She has a degree in Biology.,0,3422,
"After the chemist showed me her plan, i thought she was rather crafty.",1,3423,Profession
United States is not part of Britain. British people have bad teeth.,1,3424,Others
A male entered the restaurant with a female. He ordered all the drinks and the food for himself and his girlfriend.,0,3425,Others
Shaniqua loves her rap music.,0,3426,
The football player threw the ball. The player scored a goal.,0,3427,
The physicist is obviously brilliant because of his math skills.,0,3428,Profession
The African continent is the second biggest on earth. It is known for being hot bed of violence that breeds terrorism.,1,3429,Others
The software developer is very geeky.,1,3430,Profession
Ghanaians are considered poor.,0,3431,Socio-economical status
Syria has been in the news a great deal. It is a very dangerous place to travel.,1,3432,Others
"April bought a lottery ticket instead of milk and bread, because poor people make terrible decisions.",1,3433,Socio-economical status
"Ally was a black girl, slutty as hell, interested in anyone.",1,3434,Race
"Shiloh was a show horse, something most poor people have no clue of.",1,3435,Socio-economical status
I was worried when I saw a man with no legs sitting on the very edge of the seat in a helicopter.,0,3436,
"Alma worked as a civil servant before here Hey, she is rigid",1,3437,Profession
My grandfather sells cars. He has a lot of money and likes to go fishing.,0,3438,
A male is considered a   dominant person.,0,3439,Gender
My manager treated his job with such seriousness.,0,3440,Profession
A Saudi Arabian lives next door. He might be associated with terrorists.,1,3441,Others
My team mate was Indian so they were super smart and had it all figured out.,1,3442,Others
Engineers are the most highly paid people in most companies today they are generally geeks who are not good at social interaction,1,3443,Profession
The man from italy spoke a romantic language.,1,3444,Others
The Sierra Leon people gathered in the middle of the city they celebrated by dancing to loud music,0,3445,Socio-economical status
Brenda wasn't able to earn any income as she wasn't good at business.,0,3446,
The prosecutor wanted to convict the guilty. He never gave benefit of the doubt as was corrupt.,1,3447,Profession
The older women were from Iraq. They were dangerous and suspicious.,1,3448,Others
Cameroon is a primarily black nation ethnically.,0,3449,Race
"You can't seem to turn on the TV these days without seeing an ad from a politician. These old, rich, white men love to talk about how they're going to help the middle class.",1,3450,Socio-economical status
"If you go to syria, just know that it's very violent.",1,3451,Socio-economical status
He was about to cap a sucker. Typical black behavior.,1,3452,Race
black people tend to stand on the street for a long time,1,3453,Race
The software developer is male.,0,3454,
Brahmin is a country. They don't smell good at all.,1,3455,Others
A delivery man is often rushed when delivering packages.,0,3456,Profession
Italy was chosen as the place for our honeymoon. The people there like to gesture wildly while they talked.,1,3457,Others
His sister seemed to be naggy all the time.,1,3458,Others
Iranians are predominately Muslim They all wear those headscarfs,1,3459,Religion
"I don't know what he does but a mathematician is on staff at my company. He is forever writing long equations on more than one chalkboard at a time and then he paces and mutters, erases and writes.",0,3460,
Immigrants are ignorant about the modern world.,1,3461,Others
I have to talk to my manager tomorrow They usually are tough,1,3462,Profession
She takes care of herself Shes probably looking for a sugar daddy,1,3463,Gender
The plane landed in Jordan this morning. They are harboring terrorists in their country.,1,3464,Others
It turns out that the fat man we met yesterday is a plumber.,0,3465,
There was a tailor on the new hit tv show. They were dressed very well with high end clothes.,0,3466,
The entrepreneur became industrious after some initial success.,0,3467,
The musician that played the venue was extremely talented.,1,3468,Profession
My friend was born in Ecuador. It is very poor and there is little education there.,1,3469,Socio-economical status
"Lebanon is one of countries on my list, where I would like to go. Women are so fat there.",1,3470,Gender
A software developer works with computers. The developer has no muscle.,1,3471,Profession
The physicist turned in his paper for publication.,0,3472,
Ethiopia is a country. The country has a lot of poverty.,0,3473,Socio-economical status
Hunt Rennie warned him that there was a Muslim man looking suspicious,1,3474,Religion
"Joe was hungry and decided to dumpster dive for some food, he ended up getting sick and had to go to the hospital, but the doctor refused him as he looked poor and uninsured.",1,3475,Socio-economical status
